valuation_id,policy_id,as_of_date,current_value
c3258077-a943-4c56-a1ab-2be4abcc00f1,9e39aafc-1a16-48dc-bf66-69f49ba8babc,2022-11-20,954.3
29013173-0c48-444d-b680-b47acd81a67b,9e39aafc-1a16-48dc-bf66-69f49ba8babc,2023-05-04,1100.77
7493f6fb-d750-48fd-a24e-8ed988d3afdf,2c072d99-c5c0-4c6c-8067-e92d2c14f936,2023-11-25,0.0
0d8a75ad-c157-4812-b857-8726526ab159,9e39aafc-1a16-48dc-bf66-69f49ba8babc,2023-11-25,1282.76
3a09d87c-dc89-4eda-96f2-a53a74cdd220,2c072d99-c5c0-4c6c-8067-e92d2c14f936,2023-12-29,50.13
6642ce2e-8ebc-4276-a566-23be4c2dbc5f,9e39aafc-1a16-48dc-bf66-69f49ba8babc,2023-12-29,1312.94
97cce263-964d-4975-9f5f-81fb5db03e5d,2c072d99-c5c0-4c6c-8067-e92d2c14f936,2024-06-04,283.1
e7772f3b-8d4b-4802-ae35-54448f431a04,9e39aafc-1a16-48dc-bf66-69f49ba8babc,2024-06-04,1453.2
1362c6b0-8cc2-4d28-a2ae-9b9d6f15a307,2c072d99-c5c0-4c6c-8067-e92d2c14f936,2024-11-22,535.24
93147fc1-5f27-43d7-9f4b-682b97b2dccb,9e39aafc-1a16-48dc-bf66-69f49ba8babc,2024-11-22,1605.0
3e5e5ce5-f286-413b-908e-ec910c7fc86a,2c072d99-c5c0-4c6c-8067-e92d2c14f936,2025-09-26,989.39
2ead67da-4960-4e7f-8913-2103c670b01d,9e39aafc-1a16-48dc-bf66-69f49ba8babc,2025-09-26,1878.42
