cashflow_id,client_id,as_of_date,employment_income_gross,rental_income,investment_income,household_expenses,income_tax,insurance_premiums,property_expenses,property_loan_repayment,non_property_loan_repayment,cpf_contribution_total,regular_investments
12c434b6-1347-4338-bb84-0685abfa7512,a76a0a98-8413-44ab-a165-b4233afff582,2021-07-24,1526.76,532.25,53.08,652.68,0.0,1.49,321.87,484.63,0.0,114.51,7.36
f9ce843c-7553-49fb-ab5c-dd4ddf19e40b,a76a0a98-8413-44ab-a165-b4233afff582,2022-07-17,1571.64,515.61,68.26,657.16,0.0,1.49,317.52,484.63,0.0,117.87,7.36
03ce571a-7965-42a2-a97b-344001e18504,a76a0a98-8413-44ab-a165-b4233afff582,2022-07-22,1572.28,513.21,59.24,657.23,0.0,1.49,296.17,484.63,144.07,117.92,0.0
96411ee6-f258-4f03-861f-7a95df348683,a76a0a98-8413-44ab-a165-b4233afff582,2022-08-16,1575.46,531.96,70.1,657.55,0.0,1.49,322.0,484.63,0.0,118.16,7.82
4bfbabb3-da1e-4260-9ffa-12bd8450f4c8,a76a0a98-8413-44ab-a165-b4233afff582,2023-04-18,1607.01,541.44,58.19,660.7,0.0,1.49,318.52,484.63,0.0,120.53,7.82
ce370cde-6129-4339-b585-350e5114c5d1,a76a0a98-8413-44ab-a165-b4233afff582,2023-07-03,1616.92,538.93,41.58,661.69,0.0,0.0,287.21,484.63,0.0,121.27,18.27
7865e5e4-cb8a-4120-98ae-2d4a945f9c22,a76a0a98-8413-44ab-a165-b4233afff582,2023-07-06,1617.32,534.78,70.45,661.73,0.0,0.0,309.34,484.63,0.0,121.3,18.27
3dfb60bc-df41-4a8c-8c6c-27f8a4996160,a76a0a98-8413-44ab-a165-b4233afff582,2024-05-03,1657.33,534.66,51.35,665.73,0.0,2.83,308.58,0.0,0.0,124.3,18.27
8eec19ba-aa18-4e1d-a642-910a2a0ae290,a76a0a98-8413-44ab-a165-b4233afff582,2024-07-04,1665.67,545.27,54.35,666.57,0.0,2.83,290.72,0.0,125.79,124.93,18.27
55684869-c8c6-42c1-b240-2b2e5249e4f3,a76a0a98-8413-44ab-a165-b4233afff582,2025-01-09,1691.34,577.61,58.92,669.13,0.0,2.83,326.36,0.0,84.65,126.85,18.27
00ee24a3-fb52-4a86-b2b7-ca37d353b233,a76a0a98-8413-44ab-a165-b4233afff582,2025-11-09,1733.47,551.62,68.13,673.35,0.0,2.83,281.96,0.0,111.14,130.01,18.27
80938f03-0957-4ed0-b424-f27070392a66,a76a0a98-8413-44ab-a165-b4233afff582,2025-12-09,1737.68,575.47,78.34,673.77,0.0,2.83,300.3,0.0,0.0,130.33,18.27
3ca3c3b6-e6f1-423b-b60f-10a9592f2725,63f003e5-6647-4d35-9c14-1b898d4862e6,2017-04-04,5295.07,0.0,188.89,1729.51,211.8,10.68,368.65,1715.06,487.77,1059.01,0.0
b4a86db6-888e-4111-a765-53b99fb93cef,63f003e5-6647-4d35-9c14-1b898d4862e6,2018-02-12,5431.35,0.0,252.05,1743.13,217.25,10.68,324.0,1715.06,361.25,1086.27,0.0
0d481450-7953-4865-aafb-cd4070c45833,63f003e5-6647-4d35-9c14-1b898d4862e6,2018-10-11,5538.32,0.0,158.35,1753.83,221.53,10.68,358.21,1715.06,435.9,1107.66,0.0
d4b171e1-d371-434b-af84-97e1925f31c4,63f003e5-6647-4d35-9c14-1b898d4862e6,2018-12-09,5564.83,0.0,151.39,1756.48,222.59,21.99,354.24,1715.06,0.0,1112.97,0.0
8d65dd43-af45-42c5-85ea-1131cea49cc0,63f003e5-6647-4d35-9c14-1b898d4862e6,2019-02-08,5592.37,0.0,200.26,1759.24,223.69,21.99,337.1,1715.06,500.35,1118.47,0.0
492b26b4-d165-419c-b5ad-34033daed9a6,63f003e5-6647-4d35-9c14-1b898d4862e6,2019-05-29,5642.37,0.0,264.29,1764.24,225.69,21.99,325.32,1715.06,0.0,1128.47,168.2
833d7acd-1263-416f-a90a-966785617613,63f003e5-6647-4d35-9c14-1b898d4862e6,2019-07-23,5667.54,0.0,224.46,1766.75,226.7,21.99,336.32,1715.06,0.0,1133.51,255.44
af1f23c3-e422-430b-a5e3-0e145c082811,63f003e5-6647-4d35-9c14-1b898d4862e6,2019-11-14,5720.07,0.0,279.21,1772.01,228.8,21.99,324.47,1715.06,0.0,1144.01,255.44
c3f36af5-7715-4bc1-a8b2-c1b8eb756085,63f003e5-6647-4d35-9c14-1b898d4862e6,2020-03-26,5781.97,0.0,157.06,1778.2,231.28,21.99,341.92,1715.06,0.0,1156.39,255.44
1fc556d0-b609-4b2a-8ce6-7e6a5a3c792c,63f003e5-6647-4d35-9c14-1b898d4862e6,2020-05-31,5812.94,0.0,159.41,1781.29,232.52,21.99,336.14,1715.06,0.0,1162.59,255.44
689e061d-2bd8-497c-8fc4-32f282ea7148,63f003e5-6647-4d35-9c14-1b898d4862e6,2021-03-01,5943.27,0.0,280.19,1794.33,237.73,21.99,356.71,1715.06,0.0,1188.65,168.2
b3042bcd-5b16-4f84-ad44-5f3793702ad4,63f003e5-6647-4d35-9c14-1b898d4862e6,2022-01-18,6100.68,0.0,235.42,1810.07,244.03,21.99,375.07,1715.06,0.0,1220.14,168.2
65b44911-1c83-4c3f-91a1-2e8f6a937ae9,63f003e5-6647-4d35-9c14-1b898d4862e6,2022-02-19,6116.5,0.0,285.25,1811.65,244.66,21.99,329.62,1715.06,0.0,1223.3,168.2
bd40034c-72fb-4162-a9e7-abc8a36c612e,63f003e5-6647-4d35-9c14-1b898d4862e6,2022-08-08,6201.23,0.0,307.69,1820.12,248.05,33.02,398.87,1715.06,0.0,1240.25,168.2
4bafd75a-2807-4bab-aed3-b4d21641d04b,63f003e5-6647-4d35-9c14-1b898d4862e6,2022-10-04,6229.9,0.0,196.12,1822.99,249.2,33.02,377.77,1715.06,0.0,1245.98,168.2
e3029b02-c91a-4c5f-9e63-3938ae83eee5,63f003e5-6647-4d35-9c14-1b898d4862e6,2023-03-28,6318.76,0.0,216.26,1831.88,252.75,33.02,395.27,1715.06,485.52,1263.75,168.2
7740b2c4-87e6-43e4-ba11-f0af018535ce,63f003e5-6647-4d35-9c14-1b898d4862e6,2023-12-22,6457.82,0.0,192.87,1845.78,258.31,33.02,381.98,1715.06,0.0,1291.56,183.0
2cc9c758-6599-46c8-a161-bde74a99f07a,63f003e5-6647-4d35-9c14-1b898d4862e6,2024-01-10,6467.76,0.0,178.89,1846.78,258.71,33.02,346.01,1715.06,439.24,1293.55,183.0
afe1a5d5-5df9-49c0-8954-96030b9c9ed6,63f003e5-6647-4d35-9c14-1b898d4862e6,2024-05-14,6533.52,0.0,204.67,1853.35,261.34,33.02,398.37,0.0,358.78,1306.7,183.0
d29a8b1d-41c2-4606-8cb1-792961f7f98a,63f003e5-6647-4d35-9c14-1b898d4862e6,2024-06-17,6551.52,0.0,241.64,1855.15,262.06,33.02,375.9,0.0,402.77,1310.3,183.0
38a1039a-247f-4854-a859-8b910ee40858,63f003e5-6647-4d35-9c14-1b898d4862e6,2024-07-08,6562.66,0.0,288.04,1856.27,262.51,33.02,375.75,0.0,614.27,1312.53,168.2
f7c8e77a-65b4-4270-add3-c3c17d0c101b,63f003e5-6647-4d35-9c14-1b898d4862e6,2025-03-22,6700.58,0.0,261.45,1870.06,268.02,11.31,359.64,0.0,0.0,1340.12,168.2
0147e8ef-e5ce-460e-be05-e9f39fc235b8,63f003e5-6647-4d35-9c14-1b898d4862e6,2025-07-09,6759.95,0.0,308.67,1876.0,270.4,11.31,371.56,0.0,0.0,1351.99,168.2
ab00d477-b02f-49c7-94af-c107c82901c1,63f003e5-6647-4d35-9c14-1b898d4862e6,2025-10-11,6811.57,0.0,225.16,1881.16,272.46,11.31,392.16,0.0,0.0,1362.31,595.42
0fcc1516-b858-4599-a860-3f5032d5810e,63f003e5-6647-4d35-9c14-1b898d4862e6,2025-11-08,6827.03,0.0,277.81,1882.7,273.08,11.31,405.24,0.0,495.6,1365.41,595.42
a013b066-2110-40f6-bf06-c6542e43cf13,e75b234e-6fd8-49e5-8261-28e34c64e08f,2016-05-01,8560.11,0.0,226.98,1356.01,684.81,0.0,0.0,0.0,564.66,1600.0,114.58
7b9d2f8c-5848-4210-87bf-12789f275e0c,e75b234e-6fd8-49e5-8261-28e34c64e08f,2017-02-15,8763.39,0.0,257.51,1376.34,701.07,16.7,0.0,0.0,0.0,1600.0,114.58
07f34a27-2bdb-454d-b335-e4cd2b4678ae,e75b234e-6fd8-49e5-8261-28e34c64e08f,2017-03-22,8788.24,0.0,182.97,1378.82,703.06,16.7,0.0,0.0,0.0,1600.0,114.58
7afba156-fa1b-46bb-896d-e66dd5ccef80,e75b234e-6fd8-49e5-8261-28e34c64e08f,2017-11-26,8967.13,0.0,191.2,1396.71,717.37,16.7,0.0,0.0,0.0,1600.0,114.58
0229447d-5f12-4fab-bd12-6dcdcfef0859,e75b234e-6fd8-49e5-8261-28e34c64e08f,2018-11-23,9233.72,0.0,165.75,1423.37,738.7,16.7,0.0,0.0,749.7,1600.0,114.58
c193219a-9738-4db3-b008-64eb7b982a0c,e75b234e-6fd8-49e5-8261-28e34c64e08f,2019-03-04,9309.5,0.0,188.84,1430.95,744.76,16.7,0.0,0.0,0.0,1600.0,447.52
165fc848-ae23-4338-a643-84bb3825fd37,e75b234e-6fd8-49e5-8261-28e34c64e08f,2019-05-20,9367.69,0.0,170.25,1436.77,749.42,16.7,0.0,0.0,0.0,1600.0,447.52
2d7c1234-7742-4755-b11b-d94835c14248,e75b234e-6fd8-49e5-8261-28e34c64e08f,2019-08-29,9444.57,0.0,246.7,1444.46,755.57,38.45,0.0,0.0,0.0,1600.0,447.52
43720cfe-4c8a-4199-bb74-5a92de8248aa,e75b234e-6fd8-49e5-8261-28e34c64e08f,2019-12-24,9534.43,0.0,196.42,1453.44,762.75,38.45,268.39,0.0,580.58,1600.0,447.52
c08b75f5-7cfc-4a87-8abe-fa68a643afd3,e75b234e-6fd8-49e5-8261-28e34c64e08f,2020-11-23,9796.45,0.0,216.51,1479.64,783.72,38.45,0.0,0.0,934.75,1600.0,447.52
be6e8930-a62b-4ad8-bfca-022ead914641,e75b234e-6fd8-49e5-8261-28e34c64e08f,2021-04-13,9908.87,0.0,212.58,1490.89,792.71,38.45,0.0,0.0,0.0,1600.0,447.52
d04b7f63-aa67-4c76-a6a0-9d587c1db859,e75b234e-6fd8-49e5-8261-28e34c64e08f,2021-10-12,10055.9,0.0,190.56,1505.59,804.47,38.45,0.0,0.0,0.0,1600.0,447.52
a35f406f-5cd1-43db-8be4-039d97cd5f91,e75b234e-6fd8-49e5-8261-28e34c64e08f,2021-12-27,10117.94,0.0,189.24,1511.79,809.44,21.75,0.0,0.0,0.0,1600.0,447.52
6f1b7a64-02b0-4154-9dc1-d9919155edf5,e75b234e-6fd8-49e5-8261-28e34c64e08f,2022-01-11,10130.23,0.0,219.81,1513.02,810.42,0.0,0.0,0.0,0.0,1600.0,447.52
1d9105b9-6b33-4826-bbc7-e0f5fad258e0,e75b234e-6fd8-49e5-8261-28e34c64e08f,2022-06-14,10257.27,0.0,297.69,1525.73,820.58,0.0,285.83,0.0,0.0,1600.0,749.22
2dfbc53e-b049-4fd3-ba4e-6b10b82eef2a,e75b234e-6fd8-49e5-8261-28e34c64e08f,2022-08-01,10297.19,0.0,265.05,1529.72,823.78,0.0,0.0,0.0,613.26,1600.0,749.22
9d5f3481-1f95-42a6-95f2-d1ed0b7467d9,e75b234e-6fd8-49e5-8261-28e34c64e08f,2022-09-06,10327.23,0.0,339.76,1532.72,826.18,19.71,326.19,0.0,703.17,1600.0,416.28
2a7526d0-fd33-4d21-81cc-549cd4121e52,e75b234e-6fd8-49e5-8261-28e34c64e08f,2022-11-26,10395.15,0.0,310.21,1539.52,831.61,19.71,0.0,0.0,0.0,1600.0,416.28
a58d5b3b-4bea-4a3a-8ee5-f50fc5e5db98,e75b234e-6fd8-49e5-8261-28e34c64e08f,2023-05-06,10531.48,0.0,256.98,1553.15,842.52,19.71,285.69,0.0,0.0,1600.0,416.28
644c840c-24b8-455b-b8d5-9b43c93bb198,e75b234e-6fd8-49e5-8261-28e34c64e08f,2023-09-03,10634.25,0.0,232.71,1563.43,850.74,19.71,0.0,0.0,0.0,1600.0,416.28
51ce24c5-5cc5-4ade-8422-e062b02a339b,e75b234e-6fd8-49e5-8261-28e34c64e08f,2024-01-29,10762.39,0.0,257.41,1576.24,860.99,19.71,0.0,0.0,0.0,1600.0,416.28
ebf7bea4-86fd-46e6-8f57-e6ca14928e3f,e75b234e-6fd8-49e5-8261-28e34c64e08f,2024-03-31,10816.53,0.0,207.59,1581.65,865.32,19.71,0.0,0.0,0.0,1600.0,416.28
a9b48486-064c-449c-89ac-78a4488d2085,e75b234e-6fd8-49e5-8261-28e34c64e08f,2024-05-01,10843.7,0.0,348.87,1584.37,867.5,0.0,0.0,0.0,0.0,1600.0,416.28
a1e4e4e4-a1dc-4f62-b62b-1dd8569cea87,e75b234e-6fd8-49e5-8261-28e34c64e08f,2024-07-17,10911.48,0.0,347.21,1591.15,872.92,0.0,349.41,0.0,0.0,1600.0,301.7
bd41e22c-dc6f-4f18-9f0a-06286819adfb,e75b234e-6fd8-49e5-8261-28e34c64e08f,2025-06-30,11223.14,0.0,281.12,1622.31,897.85,0.0,0.0,0.0,0.0,1600.0,301.7
e37a40f9-8fe1-4af1-9582-44c99664bf66,e75b234e-6fd8-49e5-8261-28e34c64e08f,2025-12-02,11364.81,0.0,294.27,1636.48,909.18,63.75,0.0,0.0,0.0,1600.0,301.7
11106d17-7a50-4e40-8bb1-0e7ee8e97cc4,e75b234e-6fd8-49e5-8261-28e34c64e08f,2026-02-20,11438.63,0.0,370.01,1643.86,915.09,63.75,0.0,0.0,0.0,1600.0,301.7
d5e7ebf4-5ab5-43aa-8859-be1ddf97ee7f,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2016-03-18,7082.11,0.0,183.91,2008.21,283.28,0.0,0.0,0.0,0.0,708.21,58.73
92ad44c6-aeba-4317-9be0-0eba2c5326b9,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2016-06-15,7133.3,0.0,148.08,2013.33,285.33,83.82,0.0,0.0,0.0,713.33,58.73
82aab352-1e80-4cb3-b6e5-61b8107f0108,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2016-07-14,7150.06,0.0,143.06,2015.01,286.0,83.82,0.0,0.0,0.0,715.01,58.73
605dab36-4201-4b2d-89c1-c1eedfa8c8bf,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2017-03-23,7297.38,0.0,129.05,2029.74,291.9,83.82,0.0,0.0,0.0,729.74,58.73
1e4717f0-02d4-47a6-afb2-83d4c76a4220,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2017-10-06,7414.65,0.0,122.4,2041.47,296.59,83.82,0.0,0.0,0.0,741.47,58.73
5946799a-fd01-41a1-bcdc-6cb8b0489299,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2018-07-15,7585.81,0.0,159.87,2058.58,303.43,83.82,0.0,0.0,0.0,758.58,58.73
523eb30c-a91a-4644-a245-751621aa2d94,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2018-10-27,7649.93,0.0,138.63,2064.99,306.0,83.82,382.37,0.0,0.0,764.99,58.73
b3913915-0ea1-4e1c-932a-b5f3b78d82d3,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2019-05-19,7777.27,0.0,229.07,2077.73,311.09,83.82,392.11,0.0,579.84,777.73,58.73
c70ca06f-52df-4015-81f8-96c88c189449,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2020-02-18,7952.29,0.0,159.46,2095.23,318.09,83.82,0.0,0.0,550.29,795.23,58.73
8ab2675b-50a9-4ed0-afd3-e713da5573f3,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2021-01-25,8175.46,0.0,251.97,2117.55,654.04,83.82,0.0,0.0,0.0,800.0,58.73
e22439a4-ac3c-48da-96bc-1e35a4a0285b,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2021-02-14,8188.71,0.0,188.69,2118.87,655.1,0.0,0.0,0.0,0.0,800.0,58.73
7288b885-aff6-4c1c-9398-19664b80dcba,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2021-09-12,8329.06,0.0,255.65,2132.91,666.32,19.98,0.0,0.0,648.33,800.0,58.73
20731a4f-f85f-4d77-9d17-7e71ead0cb41,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2021-10-29,8360.8,0.0,153.99,2136.08,668.86,56.15,449.42,0.0,0.0,800.0,58.73
e647e4db-e499-46ea-9ebd-b65c49b3cc22,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2021-11-22,8377.06,0.0,226.51,2137.71,670.16,56.15,386.49,0.0,0.0,800.0,111.69
1b34d086-d148-43f5-9f57-7de77f9d20a0,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2021-12-19,8395.38,0.0,248.24,2139.54,671.63,56.15,0.0,0.0,0.0,800.0,111.69
ecea451e-67d4-474e-b006-e262a83119b6,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2021-12-22,8397.42,0.0,224.44,2139.74,671.79,36.17,431.78,0.0,0.0,800.0,111.69
e5abf8c8-a0ee-4721-9c71-0ff6c7b48f38,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2022-08-23,8564.89,0.0,265.1,2156.49,685.19,36.17,0.0,0.0,0.0,800.0,111.69
85627d5f-1a9b-4bb9-a440-8f5df39d91f4,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2022-10-06,8595.44,0.0,197.75,2159.54,687.64,228.33,0.0,0.0,537.46,800.0,111.69
530abee6-0278-40bc-92c7-59647d7ce1c6,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2023-08-02,8806.67,0.0,229.84,2180.67,704.53,228.33,0.0,0.0,0.0,800.0,111.69
7c88d09f-cb99-4e24-a68b-bc24eb500b15,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2024-06-04,9028.21,0.0,239.12,2202.82,722.26,228.33,0.0,0.0,0.0,800.0,111.69
37e1312c-e592-442d-a3d7-5d095b295069,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2024-09-02,9094.21,0.0,271.95,2209.42,727.54,228.33,0.0,0.0,787.08,800.0,111.69
47fecdcf-ffe0-477f-9163-b29e09dcd116,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2024-10-04,9117.79,0.0,222.89,2211.78,729.42,228.33,0.0,0.0,0.0,800.0,277.19
022359de-61b4-4926-bbe9-3ba13cc1c927,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2025-05-28,9293.61,0.0,195.14,2229.36,743.49,228.33,0.0,0.0,792.81,800.0,277.19
5640c404-2785-4f8e-a7d9-71b88ed8c666,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2025-06-02,9297.37,0.0,249.99,2229.74,743.79,36.17,0.0,0.0,0.0,800.0,277.19
3405ecc8-ea30-43e9-a30a-8a039cdbc7e6,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2025-11-07,9417.01,0.0,262.27,2241.7,753.36,36.17,416.58,0.0,0.0,800.0,277.19
07ef8acf-79f9-4e68-8a29-45285a6da448,edf16dcd-03d8-4f58-9c96-4d4fea8f75a5,2025-12-03,9436.85,0.0,262.21,2243.68,754.95,36.17,0.0,0.0,0.0,800.0,218.47
4d21c3c8-c469-49e7-9d7a-46fc86f763b8,100e0a3a-2993-461d-b39b-5a2b0d80c02d,2022-08-01,0.0,0.0,22.0,500.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0
4271476f-ed4c-4383-acbe-a9ec44bf948d,100e0a3a-2993-461d-b39b-5a2b0d80c02d,2022-10-30,0.0,0.0,22.93,500.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0
5d2aa047-8240-43b8-bb16-1d86fdce31ac,100e0a3a-2993-461d-b39b-5a2b0d80c02d,2023-01-25,0.0,0.0,31.71,500.0,0.0,41.67,0.0,0.0,0.0,0.0,0.0
09f8d97c-ab34-47ab-9f3e-df37ee279e4c,100e0a3a-2993-461d-b39b-5a2b0d80c02d,2023-08-24,0.0,0.0,18.98,500.0,0.0,41.67,0.0,0.0,0.0,0.0,0.0
0773e86b-ec20-420d-8979-62c5594a0b35,100e0a3a-2993-461d-b39b-5a2b0d80c02d,2023-11-04,0.0,0.0,28.36,500.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
e2ae6a25-2cbe-4981-aeee-6c2abdc05d3b,100e0a3a-2993-461d-b39b-5a2b0d80c02d,2024-04-18,0.0,0.0,19.55,500.0,0.0,50.0,95.64,0.0,0.0,0.0,0.0
f49cc0b8-f6be-4bb5-910c-832561e1d25e,100e0a3a-2993-461d-b39b-5a2b0d80c02d,2024-08-17,0.0,0.0,33.78,500.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
b8543816-54f6-4b4f-b9a7-c49b3cf819b3,100e0a3a-2993-461d-b39b-5a2b0d80c02d,2024-12-02,0.0,0.0,21.98,500.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
ba850765-4cd7-4464-9157-8b3f086bff67,100e0a3a-2993-461d-b39b-5a2b0d80c02d,2025-06-21,0.0,0.0,21.3,500.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
db7eca34-fd71-4cb3-be6b-41e090c8f432,100e0a3a-2993-461d-b39b-5a2b0d80c02d,2025-07-11,0.0,0.0,27.76,500.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
8e3602ca-361c-42e6-a574-b3db4c42f180,100e0a3a-2993-461d-b39b-5a2b0d80c02d,2025-07-17,0.0,0.0,30.84,500.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
09e4d0a9-3fda-4e73-ae8c-4eeadb8df18b,100e0a3a-2993-461d-b39b-5a2b0d80c02d,2025-11-29,0.0,0.0,25.92,500.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0
d23b064e-83bd-46ec-8377-aae505ee72a0,2a4df2b8-d118-441e-9dbe-360acd502563,2016-12-30,10440.77,0.0,226.01,1844.08,835.26,0.0,0.0,0.0,799.61,1000.0,261.53
f24859a2-23ea-46e2-81f7-7428af60bd0b,2a4df2b8-d118-441e-9dbe-360acd502563,2017-12-22,10746.81,0.0,348.8,1874.68,859.75,0.0,0.0,0.0,0.0,1000.0,261.53
a416d81a-38df-4db0-ba5a-e7923cf2e201,2a4df2b8-d118-441e-9dbe-360acd502563,2018-06-29,10912.45,0.0,248.23,1891.25,873.0,0.0,0.0,0.0,0.0,1000.0,261.53
c57c4141-d7f0-4b50-9c02-f27499cacee5,2a4df2b8-d118-441e-9dbe-360acd502563,2019-04-25,11180.63,0.0,303.19,1918.06,894.45,0.0,0.0,0.0,733.97,1000.0,261.53
d11b0dfe-84d5-485d-b7f5-5885ee770d4d,2a4df2b8-d118-441e-9dbe-360acd502563,2019-12-27,11405.45,0.0,324.23,1940.54,912.44,0.0,0.0,0.0,0.0,1000.0,261.53
91f879f4-56bc-492f-8710-50147aae3d39,2a4df2b8-d118-441e-9dbe-360acd502563,2020-06-02,11552.22,0.0,346.33,1955.22,924.18,0.0,0.0,0.0,0.0,1000.0,261.53
a9acf472-4ab5-4378-89ed-2504bc3eb76f,2a4df2b8-d118-441e-9dbe-360acd502563,2020-06-26,11574.68,0.0,381.42,1957.47,925.97,0.0,0.0,0.0,987.91,1000.0,0.0
eeb393c2-020d-4b2b-8acc-98e935d5430b,2a4df2b8-d118-441e-9dbe-360acd502563,2020-12-29,11750.23,0.0,408.62,1975.02,940.02,0.0,0.0,0.0,0.0,1000.0,0.0
28445c25-85f0-4d59-bd03-e3f21d8d068a,2a4df2b8-d118-441e-9dbe-360acd502563,2021-09-30,12014.66,0.0,364.41,2001.47,961.17,0.0,0.0,0.0,0.0,1000.0,133.73
6383e5ac-a8e0-49cd-8edd-d5d152536548,2a4df2b8-d118-441e-9dbe-360acd502563,2021-10-24,12038.02,0.0,318.16,2003.8,963.04,0.0,406.28,0.0,0.0,1000.0,133.73
a256f8f7-2ed0-4ee9-84b9-36823dfb5dee,2a4df2b8-d118-441e-9dbe-360acd502563,2022-03-31,12192.93,0.0,317.73,2019.29,975.43,0.0,0.0,0.0,0.0,1000.0,133.73
aac583c0-1ac4-4629-b662-e69465039333,2a4df2b8-d118-441e-9dbe-360acd502563,2022-06-17,12270.14,0.0,315.05,2027.01,981.61,0.0,0.0,0.0,0.0,1000.0,475.52
7b5ab6b1-76b2-46c2-8f87-f61b41221886,2a4df2b8-d118-441e-9dbe-360acd502563,2023-01-13,12480.45,0.0,248.7,2048.05,998.44,0.0,0.0,0.0,0.0,1000.0,475.52
929304fd-8e33-412c-b0b5-d539b871eb93,2a4df2b8-d118-441e-9dbe-360acd502563,2023-02-03,12501.68,0.0,417.03,2050.17,1000.13,364.91,0.0,0.0,937.8,1000.0,475.52
2f586db3-e669-4e66-a1f0-efd0cad8fe08,2a4df2b8-d118-441e-9dbe-360acd502563,2023-06-05,12625.72,0.0,349.16,2062.57,1010.06,364.91,422.48,0.0,0.0,1000.0,475.52
752cfa57-03dd-4242-abbf-5a6a4b9db19e,2a4df2b8-d118-441e-9dbe-360acd502563,2023-10-22,12768.55,0.0,371.65,2076.86,1021.48,501.96,421.3,0.0,1264.28,1000.0,475.52
3bcf8fbf-6c0a-44d7-985c-d0635d4bd158,2a4df2b8-d118-441e-9dbe-360acd502563,2024-04-13,12949.62,0.0,449.04,2094.96,1035.97,501.96,0.0,0.0,761.42,1000.0,475.52
68123301-d0aa-40af-ba36-ab8814417e3d,2a4df2b8-d118-441e-9dbe-360acd502563,2024-10-17,13147.08,0.0,397.21,2114.71,1051.77,501.96,0.0,0.0,0.0,1000.0,475.52
ef6f714b-d679-482d-b0da-d52ac882e955,2a4df2b8-d118-441e-9dbe-360acd502563,2024-11-28,13191.85,0.0,415.66,2119.18,1055.35,522.33,0.0,0.0,0.0,1000.0,475.52
7280bd68-aff4-4fb7-9995-7be69a75bea5,2a4df2b8-d118-441e-9dbe-360acd502563,2025-09-08,13498.55,0.0,424.07,2149.86,1079.88,522.33,0.0,0.0,736.33,1000.0,475.52
0943c2ea-3157-4733-b3de-79105aba039d,2a4df2b8-d118-441e-9dbe-360acd502563,2025-10-31,13556.57,0.0,481.22,2155.66,1084.53,522.33,429.85,0.0,0.0,1000.0,475.52
e91606b5-84db-4e4a-a4be-0bc8ca3b6caf,2a4df2b8-d118-441e-9dbe-360acd502563,2025-12-19,13610.44,0.0,329.06,2161.04,1088.84,522.33,0.0,0.0,0.0,1000.0,133.73
5ffd3ed3-7a4b-4a7e-8e37-d8a6d0e31f15,2e24e76d-adbf-4968-a206-52b9bcbd3d11,2017-05-22,0.0,0.0,41.92,1300.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0
4db38ee3-4b94-403d-bfe8-efec318f6a6e,2e24e76d-adbf-4968-a206-52b9bcbd3d11,2018-03-01,0.0,0.0,33.91,1300.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0
00308072-4e98-47f2-af01-1705ce2df47c,2e24e76d-adbf-4968-a206-52b9bcbd3d11,2018-11-12,0.0,0.0,42.5,1300.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0
cdbc0f05-3b9d-4c8f-9f20-5f789b9330e9,2e24e76d-adbf-4968-a206-52b9bcbd3d11,2018-11-14,0.0,0.0,53.76,1300.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0
93943aa2-838b-4317-9fd7-3482c08db9ce,2e24e76d-adbf-4968-a206-52b9bcbd3d11,2018-11-24,0.0,0.0,34.84,1300.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0
